,Rank,Company,Revenues  ($ millions),Profits  ($ millions),Year
97,98,Stone Container,5392.7,-49.1,1992
98,99,Litton Industries,5313.3,63.5,1992
99,100,Warner-Lambert,5166.6,34.8,1992
0,101,American Cyanamid,5039.9,358.8,1992
1,102,Scott Paper,5000.0,-69.9,1992
2,103,BASF,4962.2,-47.5,1992
3,104,Levi Strauss,4902.9,356.7,1992
4,105,Champion International,4786.4,40.3,1992
5,106,Intel,4778.6,818.6,1992
6,107,Gillette,4705.6,427.4,1992
7,108,Dresser Industries,4702.3,146.8,1992
8,109,Black & Decker,4637.0,53.0,1992
9,110,Chiquita Brands Intl.,4627.4,128.5,1992
10,111,Mead,4599.7,6.9,1992
11,112,Dana,4591.1,13.5,1992
12,113,Johnson Controls,4566.2,95.1,1992
13,114,Fort James,4561.7,78.3,1992
14,115,Bethlehem Steel,4317.9,-767.0,1992
15,116,Coca-Cola Enterprises,4050.8,-82.4,1992
16,117,OfficeMax,4043.7,-79.4,1992
17,118,Grumman,4037.9,99.3,1992
18,119,FMC,3931.5,163.9,1992
19,120,Tyson Foods,3922.1,145.5,1992
20,121,R.R. Donnelley & Sons,3914.8,204.9,1992
21,122,Owens-Illinois,3852.4,-273.6,1992
22,123,Rhone-Poulenc Rorer,3824.3,326.5,1992
23,124,Crown Holdings,3807.4,128.1,1992
24,125,AMAX,3771.6,30.2,1992
25,126,J.E. Seagram,3680.0,536.7,1992
26,127,Eaton,3659.0,74.0,1992
27,128,Farmland Industries,3652.1,N.A.,1992
28,129,Times Mirror,3624.1,82.0,1992
29,130,Schering-Plough,3615.6,645.6,1992
30,131,American Standard,3595.3,-143.2,1992
31,132,Avon Products,3593.3,135.7,1992
32,133,Ingersoll-Rand,3586.2,150.6,1992
33,134,Agway,3489.8,N.A.,1992
34,135,Pharmacia,3487.7,537.4,1992
35,136,Navistar International,3487.0,-165.0,1992
36,137,Pitney Bowes,3417.1,295.3,1992
37,138,Cummins,3405.5,-14.1,1992
38,139,Ryerson Tull,3404.5,-275.1,1992
39,140,Gannett,3382.0,301.6,1992
40,141,FINA,3339.2,42.0,1992
41,142,Kerr-McGee,3307.0,102.0,1992
42,143,Corning,3286.8,316.8,1992
43,144,Universal,3274.4,20.2,1992
44,145,Compaq Computer,3271.4,130.9,1992
45,146,Sun Microsystems,3259.8,190.3,1992
46,147,Teledyne,3217.8,-25.4,1992
47,148,Masco,3176.6,44.9,1992
48,149,Tyco International,3107.9,117.5,1992
49,150,AMP,3095.0,259.7,1992
50,151,Harris,3081.5,19.5,1992
51,152,Maytag,2970.6,79.0,1992
52,153,Union Camp,2967.1,124.8,1992
53,154,VF,2965.9,161.3,1992
54,155,Air Products & Chem.,2950.4,248.9,1992
55,156,Smurfit-Stone Container,2941.6,-77.1,1992
56,157,Hercules,2928.9,94.9,1992
57,158,Berkshire Hathaway,2913.5,439.9,1992
58,159,Baker Hughes,2911.9,173.5,1992
59,160,Hershey Foods,2901.6,219.5,1992
60,161,Whitman,2866.2,97.6,1992
61,162,Hormel Foods,2836.2,86.4,1992
62,163,Premark International,2815.7,102.3,1992
63,164,Rohm & Haas,2785.0,163.0,1992
64,165,Owens Corning,2783.0,-742.0,1992
65,166,Seagate Technology,2691.4,67.5,1992
66,167,PerkinElmer,2691.3,81.2,1992
67,168,Pennzoil,2685.1,21.0,1992
68,169,Illinois Tool Works,2647.3,180.6,1992
69,170,Mapco,2642.5,125.9,1992
70,171,Collins & Aikman,2621.9,-91.6,1992
71,172,Diamond Shamrock,2575.9,37.1,1992
72,173,Ethyl,2574.8,206.7,1992
73,174,Sherwin-Williams,2552.0,128.2,1992
74,175,Avery Dennison,2545.1,63.0,1992
75,176,Total Petroleum,2516.1,-11.5,1992
76,177,Temple-Inland,2507.1,138.4,1992
77,178,Quantum Chemical,2486.3,-123.3,1992
78,179,Goodrich,2471.6,-80.6,1992
79,180,Land O'Lakes,2458.1,N.A.,1992
80,181,Phelps Dodge,2446.0,272.9,1992
81,182,Parker Hannifin,2440.8,59.2,1992
82,183,Armstrong Holdings,2439.3,48.2,1992
83,184,Engelhard,2436.4,87.9,1992
84,185,Reader's Digest Assn.,2393.8,209.1,1992
85,186,Paccar,2376.8,55.2,1992
86,187,National Steel,2329.8,-189.0,1992
87,188,Westvaco,2321.8,137.4,1992
88,189,McDermott,2299.5,-10.7,1992
89,190,Maxxam,2297.3,57.5,1992
90,191,Olin,2290.0,-13.0,1992
91,192,Ball,2267.4,66.2,1992
92,193,Knight-Ridder,2243.8,132.1,1992
93,194,Dover,2195.8,128.2,1992
94,195,Intl. Multifoods,2191.9,35.2,1992
95,196,Becton Dickinson,2172.2,189.8,1992
96,197,Dean Foods,2159.5,72.5,1992
97,198,Hasbro,2141.1,81.7,1992
98,199,Sequa,2136.9,N.A.,1992
99,200,Loral,2136.0,90.4,1992
0,201,Wang Laboratories,2127.1,-385.5,1992
1,202,Manville,2121.5,34.7,1992
2,203,Polaroid,2096.2,683.7,1992
3,204,Brunswick,2088.3,-23.7,1992
4,205,Burlington Industries Equity,2080.9,-68.6,1992
5,206,Tribune,2034.7,142.0,1992
6,207,Liz Claiborne,2029.3,222.7,1992
7,208,Willamette Industries,2004.5,45.8,1992
8,209,Central Soya,2000.4,24.8,1992
9,210,E-SYSTEMS,1997.8,109.5,1992
10,211,GenCorp,1993.0,32.0,1992
11,212,Tosco,1986.6,75.4,1992
12,213,Stanley Works,1962.2,82.6,1992
13,214,Harsco,1956.3,76.5,1992
14,215,Burlington Resources,1946.5,205.4,1992
15,216,McGraw-Hill,1943.0,148.0,1992
16,217,Tandem Computers,1939.7,35.2,1992
17,218,Asarco,1938.7,46.0,1992
18,219,Morton International,1920.8,138.3,1992
19,220,Molson Coors Brewing,1918.4,25.5,1992
20,221,Springs Industries,1891.3,27.1,1992
21,222,Dow Corning,1877.3,152.9,1992
22,223,Murphy Oil,1877.3,-11.2,1992
23,224,USG,1840.0,-161.0,1992
24,225,Crown Central,1764.8,-6.0,1992
25,226,MID-AMERICA DAIRYMEN,1751.5,N.A.,1992
26,227,Dow Jones,1731.6,72.2,1992
27,228,Louisiana-Pacific,1714.2,55.9,1992
28,229,National Semiconductor,1711.2,-151.4,1992
29,230,Sundstrand,1708.5,108.8,1992
30,231,New York Times,1703.1,47.0,1992
31,232,AMDAHL,1702.5,10.6,1992
32,233,Sonoco Products,1697.1,94.8,1992
33,234,Echlin,1694.9,41.7,1992
34,235,Aeroquip-Vickers,1681.2,-184.1,1992
35,236,Arvin Industries,1679.6,23.2,1992
36,237,Rubbermaid,1673.2,162.6,1992
37,238,Cyprus Amax Minerals,1659.3,42.7,1992
38,239,Storage Technology,1653.3,93.1,1992
39,240,York International,1652.7,-4.3,1992
40,241,Mattel,1650.0,112.8,1992
41,242,Timken,1647.4,-35.7,1992
42,243,Clorox,1646.5,52.7,1992
43,244,Imcera Group,1646.4,88.2,1992
44,245,Witco,1641.0,73.5,1992
45,246,WestPoint Stevens,1634.1,-0.6,1992
46,247,Fruit of the Loom,1628.1,111.0,1992
47,248,Conner Peripherals,1626.5,92.5,1992
48,249,ARMCO,1624.0,-336.5,1992
49,250,Joy Global,1623.9,64.6,1992
50,251,General Signal,1620.0,54.2,1992
51,252,Shaw Industries,1607.8,33.1,1992
52,253,Freeport-McMoran,1603.3,41.0,1992
53,254,National Service Industries,1601.7,32.2,1992
54,255,Furniture Brands Intl.,1597.1,-176.3,1992
55,256,Cabot,1579.9,127.3,1992
56,257,Lafarge,1568.8,-50.4,1992
57,258,Oryx Energy,1537.0,19.0,1992
58,259,Bausch & Lomb,1535.5,27.6,1992
59,260,Duracell International,1524.1,-34.2,1992
60,261,Reliance Electric,1516.0,34.0,1992
61,262,Metaldyne,1501.7,-9.0,1992
62,263,Deluxe,1490.2,182.9,1992
63,264,Lubrizol,1485.1,123.7,1992
64,265,Nucor,1466.7,64.7,1992
65,266,Federal Paper Board,1435.0,82.4,1992
66,267,Del Monte Foods,1435.0,-27.0,1992
67,268,American Greetings,1431.8,82.5,1992
68,269,McCormick,1427.9,80.9,1992
69,270,Fleetwood Enterprises,1415.2,30.4,1992
70,271,Washington Post,1397.6,70.8,1992
71,272,DR Holdings Inc. of Delaware,1391.1,N.A.,1992
72,273,Rohr,1386.2,30.5,1992
73,274,Varian Associates,1380.7,57.5,1992
74,275,Coltec Industries,1373.0,83.8,1992
75,276,Nacco Industries,1369.2,20.5,1992
76,277,Nalco Chemical,1353.1,137.8,1992
77,278,Great Lakes Chemical,1347.9,157.5,1992
78,279,Tektronix,1330.9,48.3,1992
79,280,Great American Mgmt. & Inv.,1330.3,37.7,1992
80,281,Walter Industries,1327.5,14.5,1992
81,282,Zenith Electronics,1321.6,-51.6,1992
82,283,Crane,1302.5,22.7,1992
83,284,E.W. Scripps,1299.6,64.6,1992
84,285,Bowater,1290.5,45.6,1992
85,286,Thiokol,1269.8,53.4,1992
86,287,Gold Kist Holdings,1268.2,N.A.,1992
87,288,Trinity Industries,1263.2,30.1,1992
88,289,Federal-Mogul,1251.7,-4.9,1992
89,290,Raychem,1249.5,-23.4,1992
90,291,Amoskeag,1244.4,1.3,1992
91,292,Figgie International,1243.5,30.1,1992
92,293,Potlatch,1242.5,55.8,1992
93,294,Data General,1237.0,85.6,1992
94,295,Advanced Micro Devices,1226.6,145.3,1992
95,296,Tecumseh Products,1226.4,42.5,1992
96,297,Triarc,1222.3,-16.9,1992
97,298,Hartmarx,1215.3,-38.4,1992
98,299,Hillenbrand Industries,1209.4,89.2,1992
99,300,Intergraph,1204.7,71.1,1992
0,301,Gerber Products,1203.2,112.8,1992
1,302,Savannah Foods & Industries,1203.0,38.3,1992
2,303,Clark Equipment,1201.0,-337.5,1992
3,304,Dresser-Rand,1192.4,N.A.,1992
4,305,Brooke Group,1174.8,-149.6,1992
5,306,Pentair,1170.1,41.1,1992
6,307,Anchor Glass Container,1166.5,21.7,1992
7,308,Wm. Wrigley Jr.,1159.8,128.7,1992
8,309,M.A. Hanna,1150.2,1.9,1992
9,310,Bemis,1141.6,53.0,1992
10,311,Fort Howard,1138.2,-110.6,1992
11,312,Magnetek,1134.3,34.6,1992
12,313,IMC Global,1133.3,95.8,1992
13,314,SCI Systems,1128.9,12.6,1992
14,315,Newell Rubbermaid,1127.4,112.2,1992
15,316,Brown-Forman,1126.0,145.2,1992
16,317,Interstate Bakeries,1106.7,-8.0,1992
17,318,Tesoro,1089.2,3.9,1992
18,319,Lear,1085.3,-33.2,1992
19,320,Leggett & Platt,1081.8,39.4,1992
20,321,First Brands,1073.0,46.2,1992
21,322,Smithfield Foods,1071.8,28.7,1992
22,323,Union Texas,1069.3,332.8,1992
23,324,Ferro,1065.6,4.8,1992
24,325,Inspiration Resources,1061.7,-151.7,1992
25,326,Domino Sugar,1057.6,N.A.,1992
26,327,Cyclops Industries,1056.5,-41.2,1992
27,328,Alliant Techsystems,1047.1,33.2,1992
28,329,Standard Commercial,1046.2,-9.6,1992
29,330,Weirton Steel,1039.5,-74.7,1992
30,331,Medtronic,1031.1,133.4,1992
31,332,Imo Industries,1024.0,11.4,1992
32,333,Intl. Flavors & Frag.,1017.0,168.7,1992
33,334,DIMON,1012.1,21.2,1992
34,335,Valero Energy,1011.8,98.7,1992
35,336,Vulcan Materials,1009.0,52.6,1992
36,337,Allegheny Technologies,1004.6,41.1,1992
37,338,Cooper Tire & Rubber,1001.6,79.4,1992
38,339,Western Digital,986.2,-134.2,1992
39,340,Pittway,983.9,25.5,1992
40,341,Outboard Marine,983.6,-84.3,1992
41,342,Holnam,979.3,-95.1,1992
42,343,ITT Rayonier,978.9,44.3,1992
43,344,Wheeling Pittsburgh,957.6,4.7,1992
44,345,Briggs & Stratton,951.6,36.5,1992
45,346,Ocean Spray,946.0,N.A.,1992
46,347,Dexter,944.5,-7.1,1992
47,348,Harley-Davidson,939.9,37.0,1992
48,349,Mark IV Industries,937.3,25.6,1992
49,350,Nortek,925.8,-27.1,1992
50,351,GAF,925.6,210.4,1992
51,352,A.O. Smith,921.4,5.0,1992
52,353,Nerco,919.6,83.1,1992
53,354,Allergan,906.8,-59.5,1992
54,355,Helene Curtis Industries,891.9,1.7,1992
55,356,Sunbeam/Oster,885.6,48.1,1992
56,357,Essex Group,885.5,13.0,1992
57,358,Herman Miller,884.3,14.1,1992
58,359,Consolidated Papers,882.4,91.4,1992
59,360,Snap-On,881.6,34.3,1992
60,361,Applera,880.4,-15.6,1992
61,362,UST,879.5,265.9,1992
62,363,Quantum,877.7,73.9,1992
63,364,C.R. Bard,876.0,57.2,1992
64,365,Maxtor,875.3,-45.4,1992
65,366,Worthington Industries,874.9,44.6,1992
66,367,Alberto-Culver,873.7,30.1,1992
67,368,Natl. Coop. Refinery Assn.,869.5,N.A.,1992
68,369,AG Processing,866.1,N.A.,1992
69,370,Cray Research,862.5,113.0,1992
70,371,AM International,860.0,8.8,1992
71,372,Jostens,859.9,64.2,1992
72,373,Beckman Coulter,857.9,38.1,1992
73,374,H.B. Fuller,855.3,27.7,1992
74,375,Lincoln Electric Holdings,843.7,14.4,1992
75,376,United States Surgical,843.6,91.2,1992
76,377,NL Industries,841.5,-16.5,1992
77,378,Chesapeake,840.5,15.4,1992
78,379,Georgia Gulf,838.3,61.5,1992
79,380,Danaher,837.4,13.3,1992
80,381,Leslie Fay,836.6,29.4,1992
81,382,Universal Foods,834.3,57.8,1992
82,383,Uniroyal Chemical,832.3,-31.7,1992
83,384,Flowers Industries,831.2,24.0,1992
84,385,Thermo Electron,827.8,47.1,1992
85,386,Crystal Brands,826.9,-71.4,1992
86,387,Louisiana Land & Exploration,825.3,20.9,1992
87,388,Tri Valley Growers,824.7,N.A.,1992
88,389,Foodbrands America,820.2,69.3,1992
89,390,Thorn Apple Valley,818.0,19.6,1992
90,391,Amsted Industries,817.2,17.8,1992
91,392,Quaker State,813.6,22.7,1992
92,393,Kellwood,811.5,12.4,1992
93,394,Phillips-Van Heusen,807.8,26.4,1992
94,395,Wellman,805.7,45.3,1992
95,396,Russell,804.6,56.8,1992
96,397,CF Industries,803.1,N.A.,1992
97,398,Avondale Industries,800.0,N.A.,1992
98,399,Du Pont Merck Pharmaceutical,795.4,N.A.,1992
99,400,Maxus Energy,793.2,-11.2,1992
0,401,Mitchell Energy & Devel.,791.3,47.3,1992
1,402,Terex,790.2,-33.4,1992
2,403,Cincinnati Milacron,787.9,-100.2,1992
3,404,Pilgrim's Pride,787.6,12.3,1992
4,405,Gitano Group,780.4,-62.5,1992
5,406,Kaman,780.4,17.0,1992
6,407,Hubbell,768.5,90.6,1992
7,408,Valhi,765.7,24.8,1992
8,409,Hudson Foods,765.3,8.5,1992
9,410,JPS Textile Group,761.0,-8.6,1992
10,411,Meredith,759.3,83.1,1992
11,412,Millipore,748.0,60.4,1992
12,413,Exide Technologies,742.7,-12.3,1992
13,414,A. Schulman,740.1,42.3,1992
14,415,Magma Copper,734.9,-120.5,1992
15,416,Gaylord Container,723.8,-180.3,1992
16,417,Cone Mills,720.8,10.1,1992
17,418,Imperial Sugar,717.6,21.0,1992
18,419,Molex,715.7,64.6,1992
19,420,Ametek,715.1,38.0,1992
20,421,Interlake,714.7,-13.7,1992
21,422,Commerce Clearing House,713.6,31.0,1992
22,423,LSI Logic,712.6,8.3,1992
23,424,Toro,711.6,9.7,1992
24,425,Stanhome,710.2,45.1,1992
25,426,Baroid,708.1,1.1,1992
26,427,Vista Chemical,705.4,19.6,1992
27,428,Amgen,705.0,97.9,1992
28,429,Henley Group,704.0,-661.0,1992
29,430,Safety-Kleen,696.9,51.6,1992
30,431,AST Research,696.7,64.7,1992
31,432,Standard Register,693.7,32.7,1992
32,433,Insilco,685.7,-14.8,1992
33,434,Newmont Mining,683.5,94.3,1992
34,435,Huffy,678.9,19.8,1992
35,436,Silgan Holdings,678.6,9.3,1992
36,437,NCH,677.7,43.1,1992
37,438,SPX,673.5,-19.4,1992
38,439,Blount,672.7,2.2,1992
39,440,Betz Laboratories,670.6,75.5,1992
40,441,Joy Technologies,667.5,24.0,1992
41,442,Tambrands,666.0,79.0,1992
42,443,Pall,663.1,79.9,1992
43,444,Texas Industries,654.7,22.1,1992
44,445,Robertson-Ceco,654.4,-124.8,1992
45,446,Stewart & Stevenson Svcs.,645.8,29.4,1992
46,447,Longview Fibre,645.3,16.6,1992
47,448,Applied Materials,643.6,26.2,1992
48,449,Carter-Wallace,642.7,51.8,1992
49,450,Riceland Foods,640.6,N.A.,1992
50,451,Anacomp,639.5,29.2,1992
51,452,Bell & Howell,638.5,-5.1,1992
52,453,Standard Products,638.2,-45.6,1992
53,454,Prairie Farms Dairy,637.7,N.A.,1992
54,455,Valspar,632.6,27.7,1992
55,456,Lukens,631.4,23.0,1992
56,457,UIS,630.2,30.0,1992
57,458,Sealy,623.9,-73.4,1992
58,459,Carlisle,621.2,-8.4,1992
59,460,Kennametal,619.5,21.1,1992
60,461,Fairchild,612.0,28.3,1992
61,462,HNI,612.0,32.9,1992
62,463,Banta,610.4,20.6,1992
63,464,La-Z-Boy,609.5,23.4,1992
64,465,St. Joe Paper,605.3,27.6,1992
65,466,Sun-Diamond Growers,602.9,N.A.,1992
66,467,Reynolds & Reynolds,602.0,22.5,1992
67,468,Dr Pepper/Seven-Up,600.9,-37.5,1992
68,469,Eagle-Picher Industries,599.4,-15.8,1992
69,470,Bandag,593.9,79.6,1992
70,471,Delta Woodside Industries,590.4,23.9,1992
71,472,Quanex,588.9,12.4,1992
72,473,Harman Intl. Industries,586.9,-19.8,1992
73,474,Media General,585.9,-62.1,1992
74,475,Interface,581.8,8.9,1992
75,476,P.H. Glatfelter,577.0,76.0,1992
76,477,Loctite,574.6,71.9,1992
77,478,Arcadian,573.3,22.2,1992
78,479,Warnaco Group,573.1,-28.4,1992
79,480,Westmoreland Coal,570.3,-13.4,1992
80,481,Goulds Pumps,568.8,30.7,1992
81,482,Thomas & Betts,566.6,48.4,1992
82,483,International Controls,565.8,4.2,1992
83,484,Kimball International,564.7,30.0,1992
84,485,Carpenter Technology,562.5,30.1,1992
85,486,Ply Gem,561.5,4.0,1992
86,487,Albany International,557.7,10.3,1992
87,488,Silicon Graphics,557.3,32.9,1992
88,489,Constar International,548.2,16.8,1992
89,490,Dell,546.2,27.2,1992
90,491,Sterling Chemicals,542.7,36.8,1992
91,492,First Mississippi,539.1,5.3,1992
92,493,Analog Devices,538.5,8.2,1992
93,494,Precision Castparts,538.3,33.4,1992
94,495,Barnes Group,538.3,15.9,1992
95,496,Standard Motor Products,534.8,6.7,1992
96,497,American Maize-Products,533.6,11.3,1992
97,498,Wisconsin Dairies Cooperative,533.3,N.A.,1992
98,499,Block Drug,530.9,53.2,1992
99,500,Guilford Mills,528.8,15.9,1992
0,1,General Motors,132774.9,-23498.3,1993
1,2,Exxon Mobil,103547.0,4770.0,1993
2,3,Ford Motor,100785.6,-7385.0,1993
3,4,Intl. Business Machines,65096.0,-4965.0,1993
4,5,General Electric,62202.0,4725.0,1993
5,6,Mobil,57389.0,862.0,1993
6,7,Altria Group,50157.0,4939.0,1993
7,8,ChevronTexaco,38523.0,1569.0,1993
8,9,DuPont,37386.0,-3927.0,1993
9,10,Texaco,37130.0,712.0,1993
10,11,Chrysler,36897.0,723.0,1993
11,12,Boeing,30414.0,552.0,1993
12,13,Procter & Gamble,29890.0,1872.0,1993
13,14,Amoco,25543.0,-74.0,1993
14,15,PepsiCo,22083.7,374.3,1993
15,16,United Technologies,22032.0,-287.0,1993
16,17,ConAgra Foods,21219.0,372.4,1993
17,18,Shell Oil,21160.0,-190.0,1993
18,19,Eastman Kodak,20577.0,1146.0,1993
19,20,Dow Chemical,19080.0,-489.0,1993
20,21,Xerox,18089.0,-1020.0,1993
21,22,Atlantic Richfield,18061.0,801.0,1993
22,23,McDonnell Douglas,17513.0,-781.0,1993
23,24,Hewlett-Packard,16427.0,549.0,1993
24,25,Marathon Oil,16186.0,-1826.0,1993
25,26,Nabisco Group Holdings,15734.0,299.0,1993
26,27,Digital Equipment,14027.0,-2795.5,1993
27,28,3M,13883.0,1233.0,1993
28,29,Johnson & Johnson,13846.0,1030.0,1993
29,30,Tenneco Automotive,13606.0,-1323.0,1993
30,31,International Paper,13600.0,86.0,1993
31,32,Motorola,13341.0,453.0,1993
32,33,Sara Lee,13321.0,761.0,1993
33,34,Coca-Cola,13238.0,1664.0,1993
34,35,CBS,12100.0,-1291.0,1993
35,36,Honeywell Intl.,12089.0,-712.0,1993
36,37,ConocoPhillips,12037.0,180.0,1993
37,38,Goodyear Tire & Rubber,11923.6,-658.6,1993
38,39,Georgia-Pacific,11847.0,-124.0,1993
39,40,Bristol-Myers Squibb,11805.0,1962.0,1993
40,41,Anheuser-Busch,11400.8,917.5,1993
41,42,IBP,11129.7,63.6,1993
42,43,Rockwell Automation,10995.1,-1036.0,1993
43,44,Caterpillar,10194.0,-2435.0,1993
44,45,Lockheed Martin,10138.0,-283.0,1993
45,46,Coastal,10062.9,-126.8,1993
46,47,Merck,9800.8,1984.2,1993
47,48,Ashland,9595.8,-335.7,1993
48,49,Alcoa,9588.4,-1139.2,1993
49,50,Archer Daniels Midland,9344.1,503.8,1993
50,51,Weyerhaeuser,9259.9,372.0,1993
51,52,Unilever U.S.,9216.8,260.5,1993
52,53,Citgo Petroleum,9173.5,33.2,1993
53,54,Raytheon,9118.9,635.1,1993
54,55,Unocal,8948.0,220.0,1993
55,56,Occidental Petroleum,8940.0,-591.0,1993
56,57,Fortune Brands,8840.3,883.8,1993
57,58,General Dynamics,8731.0,815.0,1993
58,59,Sunoco,8685.0,-559.0,1993
59,60,Monsanto,8485.0,-88.0,1993
60,61,Baxter International,8471.0,441.0,1993
61,62,Unisys,8421.9,361.2,1993
62,63,Textron,8347.5,-355.4,1993
63,64,TRW,8311.0,-156.0,1993
64,65,Hanson Industries NA,8288.3,551.0,1993
65,66,Abbott Laboratories,7894.2,1239.1,1993
66,67,Wyeth,7873.7,1460.8,1993
67,68,General Mills,7795.5,495.6,1993
68,69,Ralston Purina,7768.0,313.2,1993
69,70,Emerson Electric,7706.0,662.9,1993
70,71,Texas Instruments,7470.0,247.0,1993
71,72,Pfizer,7414.8,810.9,1993
72,73,Whirlpool,7309.4,205.0,1993
73,74,Borden Chemical,7142.6,-439.6,1993
74,75,Kimberly-Clark,7091.1,135.0,1993
75,76,Apple Computer,7086.5,530.4,1993
76,77,Hoechst Celanese,7044.0,-7.0,1993
77,78,Colgate-Palmolive,7035.3,477.0,1993
78,79,Deere,6960.7,37.4,1993
79,80,H.J. Heinz,6628.5,638.3,1993
80,81,Bestfoods,6599.0,223.8,1993
81,82,Bayer Corporation,6499.0,69.8,1993
82,83,Sealed Air,6329.6,-294.5,1993
83,84,Eli Lilly,6282.3,708.7,1993
84,85,Campbell Soup,6278.5,490.5,1993
85,86,Honeywell,6254.0,246.8,1993
86,87,Kellogg,6190.6,431.2,1993
87,88,Union Carbide,6167.0,-175.0,1993
88,89,Cooper Industries,6158.5,-228.7,1993
89,90,North American Philips,6138.0,49.8,1993
90,91,Intel,5985.4,1066.5,1993
91,92,Amerada Hess,5970.4,7.5,1993
92,93,Martin Marietta,5970.1,345.4,1993
93,94,PPG Industries,5857.7,319.4,1993
94,95,Litton Industries,5741.4,174.4,1993
95,96,Reynolds Metals,5620.3,-748.8,1993
96,97,Warner-Lambert,5597.6,644.0,1993
97,98,Quaker Oats,5586.0,247.6,1993
98,99,Levi Strauss,5570.3,360.8,1993
99,100,Northrop Grumman,5550.0,121.0,1993
0,101,Stone Container,5533.0,-170.5,1993
1,102,LTV,5425.3,598.7,1993
2,103,American Cyanamid,5267.5,395.1,1993
3,104,Gillette,5190.1,513.4,1993
4,105,Johnson Controls,5164.7,123.0,1993
5,106,Coca-Cola Enterprises,5127.0,-186.0,1993
6,107,BASF,5042.4,-116.1,1993
7,108,Dana,5036.1,-382.0,1993
8,109,Champion International,4950.3,-440.4,1993
9,110,Scott Paper,4886.2,167.2,1993
10,111,Lyondell Chemical,4815.0,16.0,1993
11,112,Black & Decker,4790.4,-333.6,1993
12,113,Fort James,4747.6,-427.3,1993
13,114,Mead,4725.2,71.6,1993
14,115,Chiquita Brands Intl.,4534.1,-284.0,1993
15,116,Dresser Industries,4282.8,-365.5,1993
16,117,R.R. Donnelley & Sons,4193.1,234.7,1993
17,118,Tyson Foods,4169.7,160.5,1993
18,119,Compaq Computer,4132.2,213.2,1993
19,120,J.E. Seagram,4130.0,437.0,1993
20,121,Rhone-Poulenc Rorer,4116.3,438.3,1993
21,122,Eaton,4109.0,-128.0,1993
22,123,Schering-Plough,4094.2,720.4,1993
23,124,Bethlehem Steel,4012.8,-449.3,1993
24,125,FMC,3992.4,-75.7,1993
25,126,Navistar International,3892.0,-212.0,1993
26,127,VF,3864.6,237.0,1993
27,128,Avon Products,3847.6,175.0,1993
28,129,American Standard,3804.4,-57.2,1993
29,130,Ingersoll-Rand,3783.8,-234.4,1993
30,131,Crown Holdings,3780.7,155.4,1993
31,132,Cummins,3749.2,-189.5,1993
32,133,Corning,3744.0,-12.6,1993
33,134,OfficeMax,3732.2,-227.5,1993
34,135,Pharmacia,3732.0,324.3,1993
35,136,Owens-Illinois,3718.4,-134.2,1993
36,137,AMAX,3703.0,-284.3,1993
37,138,Times Mirror,3702.0,-66.6,1993
38,139,Sun Microsystems,3627.9,173.3,1993
39,140,Masco,3553.7,183.1,1993
40,141,Grumman,3503.9,-123.2,1993
41,142,Ryerson Tull,3494.3,-815.6,1993
42,143,Gannett,3469.0,199.7,1993
43,144,Pitney Bowes,3460.0,100.2,1993
44,145,Farmland Industries,3438.0,N.A.,1993
45,146,FINA,3408.8,-10.2,1993
46,147,Kerr-McGee,3392.0,-101.0,1993
47,148,AMP,3354.8,290.3,1993
48,149,Agway,3274.9,N.A.,1993
49,150,Air Products & Chem.,3242.7,271.0,1993
50,151,Hershey Foods,3222.3,242.6,1993
51,152,Varity,3186.2,-178.0,1993
52,153,Rohm & Haas,3083.0,-5.0,1993
53,154,Tyco International,3066.5,95.3,1993
54,155,Union Camp,3064.4,76.2,1993
55,156,Harris,3041.9,75.2,1993
56,157,Maytag,3041.2,-315.4,1993
57,158,Berkshire Hathaway,3029.3,407.3,1993
58,159,Smurfit-Stone Container,3000.2,-83.7,1993
59,160,Universal,2989.0,70.7,1993
60,161,Ethyl,2975.0,255.0,1993
61,162,Premark International,2954.4,-79.3,1993
62,163,Teledyne,2890.8,33.2,1993
63,164,Seagate Technology,2888.7,63.2,1993
64,165,Loral,2881.8,121.8,1993
65,166,Hercules,2878.3,167.9,1993
66,167,Owens Corning,2878.0,73.0,1993
67,168,Illinois Tool Works,2820.8,192.1,1993
68,169,Hormel Foods,2813.7,95.2,1993
69,170,PerkinElmer,2788.8,87.8,1993
70,171,Paccar,2761.4,65.2,1993
71,172,Sherwin-Williams,2759.5,62.9,1993
72,173,Pennzoil,2729.3,128.2,1993
73,174,Temple-Inland,2713.2,146.9,1993
74,175,Reader's Digest Assn.,2666.9,234.4,1993
75,176,Mapco,2644.2,100.7,1993
76,177,Avery Dennison,2622.9,80.1,1993
77,178,Diamond Shamrock,2602.6,8.7,1993
78,179,Ultramar Diamond Shamrock,2595.5,56.3,1993
79,180,Phelps Dodge,2594.0,221.7,1993
80,181,Land O'Lakes,2561.8,N.A.,1993
81,182,AMDAHL,2553.7,-7.0,1993
82,183,Armstrong Holdings,2549.8,-234.2,1993
83,184,Baker Hughes,2544.6,5.0,1993
84,185,Hasbro,2541.1,179.2,1993
85,186,Goodrich,2530.6,-295.9,1993
86,187,Ball,2446.4,69.1,1993
87,188,Engelhard,2399.7,10.6,1993
88,189,Total Petroleum,2397.0,3.6,1993
89,190,Whitman,2397.0,59.8,1993
90,191,Olin,2386.0,9.0,1993
